Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
Mazda,MX-5 Miata,2015,premium unleaded (recommended),158,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Convertible,28,21,586
Mazda,MX-5 Miata,2015,premium unleaded (recommended),167,4,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,28,21,586
Mazda,MX-6,1995,regular unleaded,164,6,MANUAL,front wheel drive,2,Performance,Compact,Coupe,24,18,586
Mazda,MX-6,1995,regular unleaded,118,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,31,23,586
Mazda,Navajo,1992,regular unleaded,155,6,MANUAL,four wheel drive,2,N/A,Compact,2dr SUV,20,15,586
Mazda,Navajo,1993,regular unleaded,160,6,MANUAL,four wheel drive,2,N/A,Compact,2dr SUV,21,16,586
Lincoln,Navigator,2015,regular unleaded,365,6,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,19,15,61
Lincoln,Navigator,2015,regular unleaded,365,6,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,22,16,61
Lincoln,Navigator,2016,regular unleaded,380,6,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,22,16,61
Lincoln,Navigator,2017,regular unleaded,380,6,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,20,15,61
Dodge,Neon,2003,regular unleaded,132,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,25,1851
Dodge,Neon,2003,premium unleaded (required),150,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,25,1851
Dodge,Neon,2005,regular unleaded,132,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,25,1851
Dodge,Neon,2005,premium unleaded (required),220,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,Sedan,28,19,1851
Plymouth,Neon,2001,regular unleaded,132,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,24,535
Volkswagen,New Beetle,2008,regular unleaded,150,5,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,20,873
Volkswagen,New Beetle,2008,regular unleaded,150,5,MANUAL,front wheel drive,2,N/A,Compact,Convertible,28,20,873
Volkswagen,New Beetle,2008,regular unleaded,150,5,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,28,20,873
Volkswagen,New Beetle,2009,regular unleaded,150,5,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,28,20,873
Volkswagen,New Beetle,2009,regular unleaded,150,5,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,28,20,873
Volkswagen,New Beetle,2010,regular unleaded,150,5,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,20,873
Volkswagen,New Beetle,2010,regular unleaded,150,5,AUTOMATIC,front wheel drive,2,N/A,Compact,Convertible,28,20,873
Oldsmobile,Ninety-Eight,1994,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,25,17,26
Oldsmobile,Ninety-Eight,1994,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,25,17,26
Dodge,Nitro,2009,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851
Dodge,Nitro,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851
Dodge,Nitro,2010,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851
Dodge,Nitro,2011,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,21,16,1851
Dodge,Nitro,2011,regular unleaded,210,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,21,15,1851
Acura,NSX,2004,regular unleaded,290,6,MANUAL,rear wheel drive,2,"Exotic,Luxury,High-Performance",Compact,Coupe,22,16,204
Nissan,NV200,2017,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Cargo Minivan,26,24,2009
Nissan,NV200,2017,regular unleaded,131,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Cargo Minivan,26,24,2009
Lexus,NX 200t,2017,premium unleaded (required),235,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,27,22,454
Lexus,NX 200t,2017,premium unleaded (required),235,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,22,454
Nissan,NX,1991,regular unleaded,110,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,35,24,2009
Nissan,NX,1992,regular unleaded,110,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,35,24,2009
Honda,Odyssey,2015,regular unleaded,248,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,28,19,2202
Honda,Odyssey,2015,regular unleaded,248,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,28,19,2202
Dodge,Omni,1990,regular unleaded,93,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,31,22,1851
Kia,Optima Hybrid,2015,regular unleaded,199,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,35,1720
Kia,Optima,2014,regular unleaded,192,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,23,1720
Kia,Optima,2014,regular unleaded,199,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,35,1720
Kia,Optima,2016,regular unleaded,178,4,AUTOMATED_MANUAL,front wheel drive,4,N/A,Midsize,Sedan,39,28,1720
Kia,Optima,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,24,1720
Subaru,Outback,2015,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,33,25,640
Subaru,Outback,2016,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,33,25,640
Subaru,Outback,2017,regular unleaded,256,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,27,20,640
Subaru,Outback,2017,regular unleaded,175,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,25,640
Mitsubishi,Outlander Sport,2015,regular unleaded,148,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,30,24,436
Mitsubishi,Outlander Sport,2015,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,25,436
Mitsubishi,Outlander Sport,2016,regular unleaded,148,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,31,24,436
Mitsubishi,Outlander Sport,2016,regular unleaded,148,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,29,23,436
Mitsubishi,Outlander Sport,2017,regular unleaded,168,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,28,23,436
Mitsubishi,Outlander Sport,2017,regular unleaded,148,4,MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,29,23,436
Mitsubishi,Outlander,2016,regular unleaded,166,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,25,436
Mitsubishi,Outlander,2016,regular unleaded,166,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,24,436
Chrysler,Pacifica,2007,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,23,16,1013
Chrysler,Pacifica,2007,regular unleaded,255,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,22,15,1013
Chrysler,Pacifica,2008,regular unleaded,253,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,23,15,1013
Chrysler,Pacifica,2008,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,22,15,1013
Porsche,Panamera,2015,premium unleaded (required),420,6,AUTOMATED_MANUAL,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,27,17,1715
Porsche,Panamera,2015,premium unleaded (required),420,6,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,27,17,1715
Porsche,Panamera,2016,premium unleaded (required),570,8,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,15,1715
Porsche,Panamera,2016,premium unleaded (required),310,6,AUTOMATED_MANUAL,rear wheel drive,4,"Luxury,Performance",Large,Sedan,28,18,1715
Buick,Park Avenue,2003,regular unleaded,205,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,27,17,155
Buick,Park Avenue,2004,premium unleaded (required),240,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,26,16,155
Toyota,Paseo,1997,regular unleaded,93,4,MANUAL,front wheel drive,2,N/A,Compact,Convertible,32,25,2031
Volkswagen,Passat,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,24,873
Volkswagen,Passat,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,24,873
Volkswagen,Passat,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,24,873
Volkswagen,Passat,2015,regular unleaded,170,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,35,24,873
Volkswagen,Passat,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,24,873
Volkswagen,Passat,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,25,873
Volkswagen,Passat,2016,premium unleaded (required),280,6,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,28,20,873
Volkswagen,Passat,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,23,873
Volkswagen,Passat,2017,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,23,873
Honda,Passport,2001,regular unleaded,205,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,19,15,2202
Honda,Passport,2001,regular unleaded,205,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,19,15,2202
Honda,Passport,2002,regular unleaded,205,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,15,2202
Honda,Passport,2002,regular unleaded,205,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,20,15,2202
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,26,19,2009
Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,26,19,2009
Nissan,Pathfinder,2016,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,27,20,2009
Nissan,Pathfinder,2016,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,26,19,2009
Nissan,Pathfinder,2017,regular unleaded,284,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,27,20,2009
Nissan,Pathfinder,2017,regular unleaded,284,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,26,19,2009
Volkswagen,Phaeton,2005,premium unleaded (recommended),420,12,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,17,11,873
Volkswagen,Phaeton,2006,premium unleaded (required),444,12,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,17,11,873
Rolls-Royce,Phantom Drophead Coupe,2016,premium unleaded (required),453,12,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,Performance",Large,Convertible,19,11,86
Rolls-Royce,Phantom,2014,premium unleaded (required),453,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,19,11,86
Toyota,Pickup,1993,regular unleaded,150,6,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,20,15,2031
Toyota,Pickup,1993,regular unleaded,116,4,MANUAL,four wheel drive,2,N/A,Compact,Extended Cab Pickup,20,17,2031
Toyota,Pickup,1994,regular unleaded,150,6,MANUAL,four wheel drive,2,N/A,Compact,Extended Cab Pickup,17,14,2031
Toyota,Pickup,1994,regular unleaded,150,6,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,20,15,2031
Toyota,Pickup,1995,regular unleaded,150,6,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,22,16,2031
Toyota,Pickup,1995,regular unleaded,150,6,MANUAL,four wheel drive,2,N/A,Compact,Regular Cab Pickup,17,14,2031
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,24,17,2202
Honda,Pilot,2015,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,Crossover,Midsize,4dr SUV,24,17,2202
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,18,2202
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,18,2202
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,20,2202
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,19,2202
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,19,2202
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,19,2202
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,27,19,2202
Mitsubishi,Precis,1992,regular unleaded,81,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,25,436
Toyota,Previa,1995,regular unleaded,161,4,AUTOMATIC,all wheel drive,3,N/A,Compact,Passenger Minivan,20,15,2031
Toyota,Previa,1995,regular unleaded,138,4,AUTOMATIC,rear wheel drive,3,N/A,Compact,Passenger Minivan,20,15,2031
Toyota,Previa,1996,regular unleaded,161,4,AUTOMATIC,all wheel drive,3,N/A,Compact,Passenger Minivan,19,15,2031
Toyota,Previa,1997,regular unleaded,161,4,AUTOMATIC,all wheel drive,3,N/A,Compact,Passenger Minivan,19,15,2031
Toyota,Prius c,2015,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031
Toyota,Prius c,2015,regular unleaded,99,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,46,53,2031
Toyota,Prius Prime,2017,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,53,55,2031
Toyota,Prius v,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031
Toyota,Prius v,2017,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,39,43,2031
Toyota,Prius v,2017,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,39,43,2031
Toyota,Prius,2016,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031
Toyota,Prius,2016,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031
Toyota,Prius,2017,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,53,58,2031
Chevrolet,Prizm,2000,regular unleaded,125,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,34,27,1385
Ford,Probe,1996,regular unleaded,164,6,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,24,18,5657
Ford,Probe,1996,regular unleaded,118,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,23,5657
Mazda,Protege,2001,regular unleaded,140,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,22,586
Mazda,Protege,2001,regular unleaded,130,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,28,22,586
Plymouth,Prowler,1999,regular unleaded,253,6,AUTOMATIC,rear wheel drive,2,Performance,Compact,Convertible,21,15,535
Plymouth,Prowler,2000,regular unleaded,253,6,AUTOMATIC,rear wheel drive,2,Performance,Compact,Convertible,21,15,535
Chrysler,PT Cruiser,2010,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,24,19,1013
Nissan,Pulsar,1990,regular unleaded,90,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,31,23,2009
Audi,Q3,2017,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,20,3105
Audi,Q3,2017,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,28,20,3105
Infiniti,Q45,2005,regular unleaded,340,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,22,16,190
Infiniti,Q45,2006,premium unleaded (required),340,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,22,15,190
Infiniti,Q50,2015,premium unleaded (recommended),360,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance,Hybrid",Midsize,Sedan,36,29,190
Infiniti,Q50,2015,premium unleaded (recommended),328,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,29,20,190
Infiniti,Q50,2016,premium unleaded (recommended),360,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance,Hybrid",Midsize,Sedan,34,28,190
Infiniti,Q50,2016,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,29,19,190
Infiniti,Q50,2017,premium unleaded (required),208,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,31,23,190
Infiniti,Q50,2017,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,29,20,190
Audi,Q5,2015,premium unleaded (required),245,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,30,24,3105
Audi,Q5,2015,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,20,3105
Audi,Q5,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,31,24,3105
Audi,Q5,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Midsize,4dr SUV,31,24,3105
Infiniti,Q60 Convertible,2014,premium unleaded (required),343,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Convertible,26,18,190
Infiniti,Q60 Convertible,2015,premium unleaded (required),343,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Convertible,26,18,190
Infiniti,Q60 Coupe,2015,premium unleaded (recommended),330,6,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,17,190
Infiniti,Q60 Coupe,2015,premium unleaded (recommended),330,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,27,19,190
Infiniti,Q60 Coupe,2017,premium unleaded (recommended),208,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,28,21,190
Infiniti,Q60 Coupe,2017,premium unleaded (recommended),208,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,30,22,190
Infiniti,Q70,2015,premium unleaded (required),416,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,23,16,190
Infiniti,Q70,2015,premium unleaded (required),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,16,190
Infiniti,Q70,2016,premium unleaded (required),420,8,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,23,16,190
Infiniti,Q70,2016,premium unleaded (required),420,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,24,16,190
Audi,Q7,2014,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Large,4dr SUV,28,19,3105
Audi,Q7,2015,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Large,4dr SUV,22,16,3105
Maserati,Quattroporte,2015,premium unleaded (required),404,6,AUTOMATIC,all wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,24,15,238
Maserati,Quattroporte,2015,premium unleaded (required),523,8,AUTOMATIC,rear wheel drive,4,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Sedan,22,13,238
Maserati,Quattroporte,2017,premium unleaded (required),404,6,AUTOMATIC,all wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,23,16,238
Maserati,Quattroporte,2017,premium unleaded (required),404,6,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,23,16,238
Nissan,Quest,2015,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,27,20,2009
Nissan,Quest,2016,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,27,20,2009
Infiniti,QX4,2003,premium unleaded (required),240,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,14,190
Infiniti,QX50,2015,premium unleaded (recommended),325,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,24,17,190
Infiniti,QX56,2009,premium unleaded (recommended),320,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,18,12,190
Infiniti,QX56,2010,premium unleaded (recommended),320,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,18,12,190
Infiniti,QX60,2016,premium unleaded (recommended),250,4,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Hybrid",Large,4dr SUV,28,25,190
Infiniti,QX60,2016,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,"Crossover,Luxury,Hybrid",Large,4dr SUV,28,26,190
Infiniti,QX70,2017,premium unleaded (required),325,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,22,16,190
Infiniti,QX80,2014,premium unleaded (recommended),400,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,20,14,190
Infiniti,QX,2013,premium unleaded (recommended),400,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,20,14,190
Infiniti,QX,2013,premium unleaded (recommended),400,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,4dr SUV,20,14,190
Audi,R8,2014,premium unleaded (required),525,10,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,19,12,3105
Audi,R8,2014,premium unleaded (required),430,8,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,20,11,3105
Audi,R8,2015,premium unleaded (required),550,10,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,22,13,3105
Audi,R8,2015,premium unleaded (required),430,8,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,23,14,3105
Audi,R8,2015,premium unleaded (required),525,10,MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,19,12,3105
Audi,R8,2015,premium unleaded (required),525,10,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,22,13,3105
Volkswagen,Rabbit,2007,regular unleaded,150,5,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,28,19,873
Volkswagen,Rabbit,2007,regular unleaded,150,5,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,28,19,873
Volkswagen,Rabbit,2008,regular unleaded,170,5,AUTOMATIC,front wheel drive,2,Hatchback,Compact,2dr Hatchback,29,21,873
Volkswagen,Rabbit,2009,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,29,20,873
Mitsubishi,Raider,2007,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,20,15,436
Mitsubishi,Raider,2007,regular unleaded,210,6,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,20,14,436
